,Predvidena ocena
Gothic (1986),1.7328004508879267
"Whole Wide World, The (1996)",1.7328004508879267
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",1.7328004508879267
Artemisia (1997),1.7328004508879267
Thirty-Two Short Films About Glenn Gould (1993),1.7328004508879267
Once Were Warriors (1994),1.7328004508879267
Go (1999),1.7328004508879267
"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",1.7328004508879267
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",1.7328004508879267
Arlington Road (1999),1.7328004508879267
"Thieves (Voleurs, Les) (1996)",1.7328004508879267
Theremin: An Electronic Odyssey (1993),1.7328004508879267
"Anniversary Party, The (2001)",1.7328004508879267
"Filth and the Fury, The (2000)",1.7328004508879267
Hoop Dreams (1994),1.7328004508879267
"Room with a View, A (1986)",1.7328004508879267
Body Snatchers (1993),1.7328004508879267
Boiling Point (1993),1.7328004508879267
All About My Mother (Todo sobre mi madre) (1999),1.7328004508879267
Backbeat (1993),1.7328004508879267
Blood Feast (1963),1.7328004508879267
"Thin Blue Line, The (1988)",1.7328004508879267
Tom Jones (1963),1.7328004508879267
Jawbreaker (1999),1.7328004508879267
Blown Away (1994),1.7328004508879267
Affliction (1997),1.7328004508879267
Basquiat (1996),1.7328004508879267
"Believers, The (1987)",1.7328004508879267
Sliding Doors (1998),1.7328004508879267
I Shot Andy Warhol (1996),1.7328004508879267
Being There (1979),1.7328004508879267
Autumn Sonata (Höstsonaten) (1978),1.7328004508879267
"Fury, The (1978)",1.7328004508879267
Afterglow (1997),1.7328004508879267
Before the Rain (Pred dozhdot) (1994),1.7328004508879267
Runaway Train (1985),1.7328004508879267
"Autumn Tale, An (Conte d'automne) (1998)",1.7328004508879267
"Slums of Beverly Hills, The (1998)",1.7328004508879267
Someone to Watch Over Me (1987),1.7328004508879267
Tie Me Up! Tie Me Down! (¡Átame!) (1990),1.7328004508879267
"Pledge, The (2001)",1.7328004508879267
Bastard Out of Carolina (1996),1.7328004508879267
"Queen Margot (Reine Margot, La) (1994)",1.7328004508879267
Great Expectations (1998),1.7328004508879267
"Ideal Husband, An (1999)",1.7328004508879267
Pollock (2000),1.7328004508879267
Sabrina (1954),1.7328004508879267
Three Colors: White (Trzy kolory: Bialy) (1994),1.7328004508879267
Time Code (2000),1.7328004508879267
Proof of Life (2000),1.7328004508879267
Foxfire (1996),1.7328004508879267
"Great Santini, The (1979)",1.7328004508879267
Tender Mercies (1983),1.7328004508879267
Three Colors: Red (Trois couleurs: Rouge) (1994),1.7328004508879267
Beloved (1998),1.7328004508879267
To Die For (1995),1.7328004508879267
Three Colors: Blue (Trois couleurs: Bleu) (1993),1.7328004508879267
Tampopo (1985),1.7328004508879267
Rebecca (1940),1.7328004508879267
Rough Magic (1995),1.7328004508879267
South Pacific (1958),1.7328004508879267
In the Company of Men (1997),1.7328004508879267
Atlantic City (1980),1.7328004508879267
Hurlyburly (1998),1.7328004508879267
Party Girl (1995),1.7328004508879267
Who'll Stop the Rain (1978),1.7328004508879267
"Big Sleep, The (1946)",1.7328004508879267
Sleeper (1973),1.7328004508879267
To Catch a Thief (1955),1.7328004508879267
Terms of Endearment (1983),1.7328004508879267
Flawless (1999),1.7328004508879267
"Rapture, The (1991)",1.7328004508879267
Rape Me (Baise-moi) (2000),1.7328004508879267
Whatever (1998),1.7328004508879267
Picture Bride (Bijo photo) (1994),1.7328004508879267
"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",1.7328004508879267
Titus (1999),1.7328004508879267
Ran (1985),1.7328004508879267
"Great Day in Harlem, A (1994)",1.7328004508879267
Flirting With Disaster (1996),1.7328004508879267
Besieged (a.k.a. L' Assedio) (1998),1.7328004508879267
"Promise, The (La promesse) (1996)",1.7328004508879267
Tex (1982),1.7328004508879267
Cold Comfort Farm (1995),1.7328004508879267
Clockwatchers (1997),1.7328004508879267
Carnal Knowledge (1971),1.7328004508879267
"Lion in Winter, The (1968)",1.7328004508879267
Emma (1996),1.7328004508879267
La Cérémonie (1995),1.7328004508879267
L.I.E. (2001),1.7328004508879267
Kurt & Courtney (1998),1.7328004508879267
My Left Foot (1989),1.7328004508879267
Cat People (1982),1.7328004508879267
My Own Private Idaho (1991),1.7328004508879267
Nadja (1994),1.7328004508879267
"Hate (Haine, La) (1995)",1.7328004508879267
Kramer vs. Kramer (1979),1.7328004508879267
Melvin and Howard (1980),1.7328004508879267
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),1.7328004508879267
Career Girls (1997),1.7328004508879267
Lone Star (1996),1.7328004508879267
Klute (1971),1.7328004508879267
Star Maps (1997),1.7328004508879267
Cries and Whispers (Viskningar och rop) (1972),1.7328004508879267
Little Voice (1998),1.7328004508879267
Little Women (1994),1.7328004508879267
"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",1.7328004508879267
Crimes and Misdemeanors (1989),1.7328004508879267
Next Stop Wonderland (1998),1.7328004508879267
"Sheltering Sky, The (1990)",1.7328004508879267
Croupier (1998),1.7328004508879267
Nico Icon (1995),1.7328004508879267
"Happy, Texas (1999)",1.7328004508879267
Lolita (1962),1.7328004508879267
Hairspray (1988),1.7328004508879267
Elizabeth (1998),1.7328004508879267
Catwalk (1996),1.7328004508879267
My Best Fiend (Mein liebster Feind) (1999),1.7328004508879267
Mona Lisa (1986),1.7328004508879267
"Misfits, The (1961)",1.7328004508879267
"Monster, The (Mostro, Il) (1994)",1.7328004508879267
Jude (1996),1.7328004508879267
Stardust Memories (1980),1.7328004508879267
"Mosquito Coast, The (1986)",1.7328004508879267
Mother (1996),1.7328004508879267
"Last Picture Show, The (1971)",1.7328004508879267
"Mirror, The (Zerkalo) (1975)",1.7328004508879267
Up at the Villa (2000),1.7328004508879267
Stealing Beauty (1996),1.7328004508879267
Haiku Tunnel (2001),1.7328004508879267
"Last Days of Disco, The (1998)",1.7328004508879267
Trees Lounge (1996),1.7328004508879267
"Minus Man, The (1999)",1.7328004508879267
East of Eden (1955),1.7328004508879267
Mrs. Parker and the Vicious Circle (1994),1.7328004508879267
"Sex, Lies, and Videotape (1989)",1.7328004508879267
Unzipped (1995),1.7328004508879267
"Mummy, The (1932)",1.7328004508879267
Unstrung Heroes (1995),1.7328004508879267
"Doom Generation, The (1995)",1.7328004508879267
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1.7328004508879267
"Cook the Thief His Wife & Her Lover, The (1989)",1.7328004508879267
Metropolitan (1990),1.7328004508879267
Limbo (1999),1.7328004508879267
"Muse, The (1999)",1.7328004508879267
"King of Masks, The (Bian Lian) (1996)",1.7328004508879267
Live Flesh (Carne trémula) (1997),1.7328004508879267
"Night Porter, The (Portiere di notte, Il) (1974)",1.7328004508879267
Happiness (1998),1.7328004508879267
Daughters of the Dust (1991),1.7328004508879267
Eyes of Laura Mars (1978),1.7328004508879267
Kama Sutra: A Tale of Love (1996),1.7328004508879267
Kalifornia (1993),1.7328004508879267
"Walk in the Clouds, A (1995)",1.7328004508879267
Notorious (1946),1.7328004508879267
Dial M for Murder (1954),1.7328004508879267
Marat/Sade (1966),1.7328004508879267
U Turn (1997),1.7328004508879267
Devil in a Blue Dress (1995),1.7328004508879267
Manhattan Murder Mystery (1993),1.7328004508879267
Days of Heaven (1978),1.7328004508879267
Married to the Mob (1988),1.7328004508879267
"Daytrippers, The (1996)",1.7328004508879267
O (2001),1.7328004508879267
Dead Calm (1989),1.7328004508879267
Breakfast at Tiffany's (1961),1.7328004508879267
"War Room, The (1993)",1.7328004508879267
Your Friends and Neighbors (1998),1.7328004508879267
Farewell My Concubine (Ba wang bie ji) (1993),1.7328004508879267
"Boys of St. Vincent, The (1992)",1.7328004508879267
Love Is the Devil (1998),1.7328004508879267
Madonna: Truth or Dare (1991),1.7328004508879267
Sugar Town (1999),1.7328004508879267
Exotica (1994),1.7328004508879267
Kagemusha (1980),1.7328004508879267
Looking for Richard (1996),1.7328004508879267
"Killing Fields, The (1984)",1.7328004508879267
"Straight Story, The (1999)",1.7328004508879267
Top Hat (1935),1.7328004508879267
The Idolmaker (1980),1.7328004508879267
Strictly Ballroom (1992),1.7328004508879267
Maya Lin: A Strong Clear Vision (1994),1.7328004508879267
Touch of Evil (1958),1.7328004508879267
Happy Accidents (2000),1.7328004508879267
Marty (1955),1.7328004508879267
Walking and Talking (1996),1.7328004508879267
Diva (1981),1.7328004508879267
Walkabout (1971),1.7328004508879267
"Nights of Cabiria (Notti di Cabiria, Le) (1957)",1.7328004508879267
Brother (2000),1.7328004508879267
Funny People (2009),1.7327052694833602
Coffee and Cigarettes (2003),1.7327052694833602
Showgirls (1995),1.732425629228402
First Knight (1995),1.7320508075688774
Mr. Baseball (1992),1.7320508075688772
Joe's Apartment (1996),1.7320508075688772
Mona Lisa Smile (2003),1.7320508075688772
Malibu's Most Wanted (2003),1.7320508075688772
Syriana (2005),1.7320508075688772
Miracle on 34th Street (1994),1.7320508075688772
"Gods Must Be Crazy II, The (1989)",1.7320508075688772
Lorenzo's Oil (1992),1.7320508075688772
Overboard (1987),1.7320508075688772
Little Big League (1994),1.7320508075688772
Splash (1984),1.7314961179142172
Sixteen Candles (1984),1.7313322284051427
Terminator 3: Rise of the Machines (2003),1.7306396879239465
Scary Movie (2000),1.73060499918394
Old School (2003),1.7296976640163044
From Russia with Love (1963),1.72891242463213
Air America (1990),1.727534398638149
"Doors, The (1991)",1.7270295894960404
"Golden Compass, The (2007)",1.7247974793936054
Forgetting Sarah Marshall (2008),1.7243024192166636
"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",1.724024266207346
National Lampoon's Vacation (1983),1.7240240970749905
"Rocketeer, The (1991)",1.7239084500367163
Role Models (2008),1.723465651916454
Buried (2010),1.7230245143064684
Jeepers Creepers (2001),1.7230245143064684
"World's End, The (2013)",1.7227078954986725
"Punisher, The (2004)",1.722704609688521
Ghost World (2001),1.7212524501712085
She's Gotta Have It (1986),1.7207435333214158
Superman II (1980),1.7195812831581943
The Man from U.N.C.L.E. (2015),1.7192390777964648
Oliver & Company (1988),1.7188758893733
"Land Before Time, The (1988)",1.7188758893733
Back to the Future Part II (1989),1.7185349129369323
Airheads (1994),1.716354060620908
Fido (2006),1.715479464833835
Buffalo '66 (a.k.a. Buffalo 66) (1998),1.7138329191989534
Fahrenheit 9/11 (2004),1.7125248814871998
"Lone Ranger, The (2013)",1.7111683675021216
Eraserhead (1977),1.7103290757293361
"Adventures of Tintin, The (2011)",1.710236727356521
Judge Dredd (1995),1.7102047623436778
Sherlock Holmes (2009),1.710064702004832
Ant-Man (2015),1.7098799494687162
"American in Paris, An (1951)",1.7094668172357912
Mercury Rising (1998),1.7089736188164535
"Number 23, The (2007)",1.7089736188164535
Unbroken (2014),1.708686615754905
Digging Up the Marrow (2014),1.708686615754905
School Daze (1988),1.708686615754905
Buffalo Soldiers (2001),1.708686615754905
Haunter (2013),1.708686615754905
Red Hill (2010),1.708686615754905
Pulse (Kairo) (2001),1.708686615754905
Ginger Snaps Back: The Beginning (2004),1.708686615754905
"Art of War, The (2000)",1.708686615754905
Ginger Snaps: Unleashed (2004),1.708686615754905
Kill Command (2016),1.708686615754905
Ninja (2009),1.708686615754905
"Girl Walks Home Alone at Night, A (2014)",1.708686615754905
Spy Kids 2: The Island of Lost Dreams (2002),1.708686615754905
Paranormal Activity 4 (2012),1.708686615754905
Red 2 (2013),1.708686615754905
Escape From Tomorrow (2013),1.708686615754905
Digimon: The Movie (2000),1.708686615754905
Club Dread (2004),1.708686615754905
"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",1.708686615754905
"Darkest Hour, The (2011)",1.708686615754905
Sucker Punch (2011),1.708686615754905
Boy Meets Girl (1984),1.708686615754905
Deliver Us from Evil (2014),1.708686615754905
"Fearless Hyena, The (Xiao quan guai zhao) (1979)",1.708686615754905
Feast (2005),1.708686615754905
We Are What We Are (2013),1.708686615754905
Dead Heat (1988),1.708686615754905
Goodnight Mommy (Ich seh ich seh) (2014),1.708686615754905
"One-Armed Swordsman, The (Dubei dao) (1967)",1.708686615754905
Return of the One-Armed Swordsman (1969),1.708686615754905
Grabbers (2012),1.708686615754905
"Family, The (2013)",1.708686615754905
"Family Man, The (2000)",1.708686615754905
Altered (2006),1.708686615754905
Now You See Me 2 (2016),1.708686615754905
Hazard (2005),1.708686615754905
Horns (2014),1.708686615754905
Antichrist (2009),1.708686615754905
"Lives of Others, The (Das leben der Anderen) (2006)",1.708686615754905
Blood Creek (a.k.a. Town Creek) (2009),1.708686615754905
Robin-B-Hood (Bo bui gai wak) (2006),1.708686615754905
Exte: Hair Extensions (2007),1.708686615754905
"Mechanic, The (2011)",1.708686615754905
Ghostbusters (2016),1.708686615754905
Run All Night (2015),1.708686615754905
Rapture-Palooza (2013),1.708686615754905
Vantage Point (2008),1.708686615754905
Lights Out (2016),1.708686615754905
Chi-Raq (2015),1.708686615754905
Severance (2006),1.708686615754905
Cigarette Burns (2005),1.708686615754905
"Last Castle, The (2001)",1.708686615754905
Dumb and Dumber To (2014),1.708686615754905
"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)",1.708686615754905
Valkyrie (2008),1.708686615754905
"City of Lost Souls, The (Hyôryuu-gai) (2000)",1.708686615754905
Bad News Bears (2005),1.708686615754905
Close Range (2015),1.708686615754905
Upstream Color (2013),1.708686615754905
The Fate of the Furious (2017),1.708686615754905
"Limits of Control, The (2009)",1.708686615754905
Windtalkers (2002),1.708686615754905
"Deaths of Ian Stone, The (2007)",1.708686615754905
Insidious: Chapter 3 (2015),1.708686615754905
"Burrowers, The (2008)",1.708686615754905
Tattooed Life (Irezumi ichidai) (1965),1.708686615754905
Insidious: Chapter 2 (2013),1.708686615754905
Beyond Re-Animator (2003),1.708686615754905
Piranha (Piranha 3D) (2010),1.708686615754905
Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983),1.708686615754905
"As Above, So Below (2014)",1.708686615754905
"Woods, The (2006)",1.708686615754905
"New One-Armed Swordsman, The (Xin du bi dao) (1971)",1.708686615754905
Fried Green Tomatoes (1991),1.7077479777124485
Vampires (1998),1.7065363627459778
Cloverfield (2008),1.706253428249399
"Mighty Ducks, The (1992)",1.7061206372850821
Yellow Submarine (1968),1.7054612362415142
Renaissance Man (1994),1.7045058461544225
"Rundown, The (2003)",1.7043358581777897
Four Brothers (2005),1.7043358581777897
Lethal Weapon 2 (1989),1.7043079514424597
Pay It Forward (2000),1.7041421456614463
101 Dalmatians (1996),1.7040845223391743
The Martian (2015),1.7038591174181068
Menace II Society (1993),1.7036225632486572
Blast from the Past (1999),1.7036225632486572
Spanglish (2004),1.7034388068928774
Thor: The Dark World (2013),1.7029467768511064
Deep Blue Sea (1999),1.702160479389232
Tremors II: Aftershocks (1996),1.702160479389232
"Jacket, The (2005)",1.702160479389232
Cradle 2 the Grave (2003),1.702160479389232
Mighty Morphin Power Rangers: The Movie (1995),1.702160479389232
Walking Tall (2004),1.702160479389232
Teenage Mutant Ninja Turtles (1990),1.7011823196782994
We Were Soldiers (2002),1.7005622123445123
"Little Shop of Horrors, The (1960)",1.6997335587772966
Home Alone (1990),1.6992829868801735
Nine Months (1995),1.699043391337474
Meet the Parents (2000),1.6983891589089812
Surrogates (2009),1.6968638583221554
Futurama: The Beast with a Billion Backs (2008),1.6966140273382482
Walk Hard: The Dewey Cox Story (2007),1.6965083738011892
Legend (1985),1.6957754741355622
Singin' in the Rain (1952),1.6950955717376408
Billy Madison (1995),1.6943334460901076
Weird Science (1985),1.693847192063937
"Little Mermaid, The (1989)",1.6921948244302643
Rocky Balboa (2006),1.6916109866062665
Death to Smoochy (2002),1.6894084019495925
"Pagemaster, The (1994)",1.6894084019495925
Transformers (2007),1.689339438085138
Zoolander (2001),1.6885311568602226
"League of Their Own, A (1992)",1.6871399476285398
Attack of the Killer Tomatoes! (1978),1.6861331835836557
Annie Get Your Gun (1950),1.6861331835836557
1941 (1979),1.6861331835836557
"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",1.6861331835836557
After the Fox (Caccia alla volpe) (1966),1.6861331835836557
Wayne's World 2 (1993),1.6855107419750615
"Grifters, The (1990)",1.685080010744569
Stranger than Fiction (2006),1.6849596645973104
BASEketball (1998),1.684733673427896
Analyze This (1999),1.6846237150904588
Thor (2011),1.6840383000714265
Wayne's World (1992),1.6831785627979008
Munich (2005),1.6828792619097057
"Midnight Meat Train, The (2008)",1.6828792619097057
On Golden Pond (1981),1.6825306557369282
Kung Fury (2015),1.6822203663839979
Eddie Murphy Delirious (1983),1.6822203663839979
Take the Money and Run (1969),1.6822203663839979
Vicky Cristina Barcelona (2008),1.6822203663839979
Raiders of the Lost Ark: The Adaptation (1989),1.6822203663839979
Time of the Gypsies (Dom za vesanje) (1989),1.6822203663839979
Eddie Murphy Raw (1987),1.6822203663839979
High and Low (Tengoku to jigoku) (1963),1.6822203663839979
Beer League (2006),1.6822203663839979
Underground (1995),1.6822203663839979
"Timecrimes (Cronocrímenes, Los) (2007)",1.6822203663839979
Men in Black III (M.III.B.) (M.I.B.³) (2012),1.6819670594673086
"Island, The (2005)",1.679171685486797
The Butterfly Effect (2004),1.6780570403969026
Captain Ron (1992),1.6767800770996921
Lethal Weapon 3 (1992),1.6762218334379722
Frozen (2013),1.6759598499390918
Wonder Boys (2000),1.6751584146623124
All Dogs Go to Heaven (1989),1.6745967902577503
Howard the Duck (1986),1.6742523813450196
Pitch Perfect (2012),1.673944421710015
Pinocchio (1940),1.673434866758365
[REC]² (2009),1.6729769913528592
Jimmy Neutron: Boy Genius (2001),1.6729769913528592
Evil Dead (2013),1.6729769913528592
"Skeleton Key, The (2005)",1.6729769913528592
Dead Silence (2007),1.6729769913528592
Crocodile Dundee (1986),1.6727446680257214
"Forbidden Kingdom, The (2008)",1.6708398888051788
Warm Bodies (2013),1.6708398888051788
Batman: Gotham Knight (2008),1.6707838878689376
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",1.66921247860308
X-Men: The Last Stand (2006),1.6691942056314042
Erin Brockovich (2000),1.6685285451174283
Wedding Crashers (2005),1.667591014063384
Riddick (2013),1.6667457922389126
Wolf (1994),1.6666666666666667
Fantastic Voyage (1966),1.6666666666666667
Maid to Order (1987),1.6666666666666667
Assassins (1995),1.6665283736236738
Money Train (1995),1.6665283736236738
House Arrest (1996),1.6665283736236736
Ratatouille (2007),1.666310982194774
Slumdog Millionaire (2008),1.665777951843382
About Time (2013),1.6648182749982694
"Station Agent, The (2003)",1.6648182749982694
Avatar (2009),1.663423239502988
"Hudsucker Proxy, The (1994)",1.6628016089149693
"Mask of Zorro, The (1998)",1.6627625370445327
Brave (2012),1.6619751037768196
¡Three Amigos! (1986),1.6616850015813114
Lethal Weapon 4 (1998),1.659655591796307
xXx (2002),1.6587965865067933
Baby... Secret of the Lost Legend (1985),1.6583831795301551
Moonstruck (1987),1.6583831795301551
Powder (1995),1.655823540896742
"Men Who Stare at Goats, The (2009)",1.6548462777166875
Green Zone (2010),1.6548462777166875
2001 Maniacs (2005),1.6548462777166875
Undead (2003),1.6548462777166875
Hidalgo (2004),1.6548462777166875
House of 1000 Corpses (2003),1.6548462777166875
Halloween (2007),1.6548462777166875
Suicide Club (Jisatsu saakuru) (2001),1.6548462777166875
Devil (2010),1.6548462777166875
Pain & Gain (2013),1.6527657514324956
"Age of Innocence, The (1993)",1.6525624870565894
Now You See Me (2013),1.6520800478414843
Yes Man (2008),1.6514533635536568
Hook (1991),1.6509497902642833
Eastern Promises (2007),1.6496933593722636
"Fox and the Hound, The (1981)",1.649471965683818
Predators (2010),1.64903643283774
Rambo (Rambo 4) (2008),1.64903643283774
Mortal Kombat (1995),1.6486498477751246
Harold and Kumar Go to White Castle (2004),1.6484408181789931
Jack (1996),1.6473708258611042
Harold & Kumar Escape from Guantanamo Bay (2008),1.6470566601345777
Shallow Grave (1994),1.6465340282733338
Beverly Hills Cop III (1994),1.6451499516479664
Futurama: Into the Wild Green Yonder (2009),1.641613153031234
Hollow Man (2000),1.6397984266139656
Sunshine (2007),1.6374016337444093
Weekend at Bernie's (1989),1.6368602666088037
Bio-Dome (1996),1.6368602666088037
Sleepaway Camp (1983),1.636548373446158
Brokeback Mountain (2005),1.6360835650169103
Starman (1984),1.6360818340662746
October Sky (1999),1.6353752498427507
Moulin Rouge (2001),1.6345222019802257
Titanic (1997),1.6337776342168955
The Expendables 3 (2014),1.6329931618554523
Paul Blart: Mall Cop (2009),1.6329931618554523
Mirror Mirror (2012),1.6329931618554523
"Watch, The (2012)",1.6329931618554523
"Librarian, The: The Curse of the Judas Chalice (2008)",1.6329931618554523
Doomsday (2008),1.6329931618554523
You Are the Apple of My Eye (2011),1.6329931618554523
Need for Speed (2014),1.6329931618554523
Despicable Me 2 (2013),1.6329931618554523
The Odyssey (1997),1.6329931618554523
Meet the Robinsons (2007),1.6329931618554523
Death Race 2000 (1975),1.6329931618554523
Daylight (1996),1.6329931618554523
"Croods, The (2013)",1.6329931618554523
Sword of the Stranger (Sutorejia: Mukô hadan) (2007),1.6329931618554523
Legend of the Guardians: The Owls of Ga'Hoole (2010),1.6329931618554523
Inkheart (2008),1.6329931618554523
Sinbad: Legend of the Seven Seas (2003),1.6329931618554523
Anacleto: Agente secreto (2015),1.6329931618554523
"Sisterhood of the Traveling Pants, The (2005)",1.6329931618554523
"Angriest Man in Brooklyn, The (2014)",1.6329931618554523
"Three Musketeers, The (2011)",1.6329931618554523
Wrath of the Titans (2012),1.6329931618554523
Wolf Children (Okami kodomo no ame to yuki) (2012),1.6329931618554523
Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),1.6329931618554523
Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),1.6329931618554523
Seeking a Friend for the End of the World (2012),1.6329931618554523
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),1.6329931618554523
Bill & Ted's Bogus Journey (1991),1.6314168035809782
John Carter (2012),1.629375385008058
Lady in the Water (2006),1.6288911728679194
Monsters University (2013),1.6275664965843606
Chappie (2015),1.6275664965843606
"Postman, The (Postino, Il) (1994)",1.6271557239334142
"Lost World: Jurassic Park, The (1997)",1.626522106064104
Rango (2011),1.6261480432165716
Toys (1992),1.6248074298964545
Krippendorf's Tribe (1998),1.624714549475229
Megamind (2010),1.6209849371639298
"Incredible Hulk, The (2008)",1.6206445200504696
Sherlock Holmes: A Game of Shadows (2011),1.6190823457247374
Spy Kids (2001),1.6189693330453732
Little Shop of Horrors (1986),1.6189042729007141
Hot Tub Time Machine (2010),1.6187129776157303
Idiocracy (2006),1.6187129776157303
Liar Liar (1997),1.6185504783372
Dawn of the Planet of the Apes (2014),1.6178589275763091
Indiana Jones and the Kingdom of the Crystal Skull (2008),1.6177302535142508
Dreamcatcher (2003),1.6173642928506984
Congo (1995),1.6170292995545694
My Bodyguard (1980),1.6164002254439636
"Cider House Rules, The (1999)",1.6164002254439636
Donnie Brasco (1997),1.6160008078723276
"X-Files: I Want to Believe, The (2008)",1.6155919323867551
"One, The (2001)",1.6153049084407511
"Net, The (1995)",1.61529381872248
TMNT (Teenage Mutant Ninja Turtles) (2007),1.6139509169206647
Collateral Damage (2002),1.6136102661145408
Sky Captain and the World of Tomorrow (2004),1.6136102661145408
Cast Away (2000),1.61348685809418
War of the Worlds (2005),1.6130445095436095
Chicago (2002),1.6114041018258367
22 Jump Street (2014),1.6110030411492924
"Happening, The (2008)",1.6107299348173267
Back to the Future Part III (1990),1.6103764447122444
Saw II (2005),1.609408823969184
Antitrust (2001),1.6084763869351217
Star Trek: Nemesis (2002),1.6050387419589458
Mean Girls (2004),1.6038851436405808
21 Jump Street (2012),1.6038519064440149
Dangerous Minds (1995),1.6030007485339894
Enchanted (2007),1.6028663287980451
Bruce Almighty (2003),1.602589562167133
Funny Farm (1988),1.6021612083546233
Interstellar (2014),1.6019067784941217
Kick-Ass 2 (2013),1.6016650178745875
Pirates of the Caribbean: On Stranger Tides (2011),1.6013135242739656
Ladder 49 (2004),1.60100593967847
Blue Collar Comedy Tour: The Movie (2003),1.60100593967847
Ed (1996),1.60100593967847
"Last House on the Left, The (1972)",1.60100593967847
"Blob, The (1988)",1.60100593967847
"Sound of Thunder, A (2005)",1.60100593967847
"Perfect Score, The (2004)",1.60100593967847
"King of Kong, The (2007)",1.60100593967847
Jury Duty (1995),1.60100593967847
Kindergarten Cop (1990),1.60100593967847
Toy Soldiers (1991),1.60100593967847
RocketMan (a.k.a. Rocket Man) (1997),1.60100593967847
Failure to Launch (2006),1.60100593967847
"Fall, The (2006)",1.60100593967847
"Bone Collector, The (1999)",1.60100593967847
Shrooms (2007),1.60100593967847
"Pursuit of Happyness, The (2006)",1.60100593967847
"Slumber Party Massacre, The (1982)",1.60100593967847
"Informant!, The (2009)",1.60100593967847
Winnie the Pooh and the Blustery Day (1968),1.60100593967847
"Ringer, The (2005)",1.60100593967847
Duel (1971),1.60100593967847
Valentine (2001),1.60100593967847
Wrong Turn (2003),1.60100593967847
Dear Zachary: A Letter to a Son About His Father (2008),1.60100593967847
That Darn Cat (1997),1.60100593967847
Vampire in Brooklyn (1995),1.60100593967847
Choke (2008),1.60100593967847
"Crazies, The (2010)",1.60100593967847
Chitty Chitty Bang Bang (1968),1.60100593967847
Children of the Night (1991),1.60100593967847
"Cave, The (2005)",1.60100593967847
Cube Zero (2004),1.60100593967847
Strange Wilderness (2008),1.60100593967847
"Many Adventures of Winnie the Pooh, The (1977)",1.60100593967847
"Silent Night, Deadly Night (1984)",1.60100593967847
Two for the Money (2005),1.60100593967847
Major League II (1994),1.60100593967847
Twisted (2004),1.60100593967847
Scanners (1981),1.60100593967847
Legion (2010),1.60100593967847
Videodrome (1983),1.60100593967847
Virus (1999),1.60100593967847
Cannibal Holocaust (1980),1.60100593967847
Lost Highway (1997),1.60100593967847
Tuck Everlasting (2002),1.60100593967847
Lords of Dogtown (2005),1.60100593967847
Look Who's Talking Now (1993),1.60100593967847
Never Die Alone (2004),1.60100593967847
Little Giants (1994),1.60100593967847
Suspect Zero (2004),1.60100593967847
Next Friday (2000),1.60100593967847
Splice (2009),1.60100593967847
"Missing, The (2003)",1.60100593967847
Special (2006),1.60100593967847
Leprechaun (1993),1.60100593967847
"Road, The (2009)",1.60100593967847
Good Burger (1997),1.60100593967847
Help! (1965),1.60100593967847
"Girl Next Door, The (2007)",1.60100593967847
Harriet the Spy (1996),1.60100593967847
"Hard Day's Night, A (1964)",1.60100593967847
Helter Skelter (2004),1.60100593967847
Thinner (1996),1.60100593967847
How the Grinch Stole Christmas! (1966),1.60100593967847
House on Haunted Hill (1999),1.60100593967847
Raw Deal (1986),1.600699124495198
Heartbreak Ridge (1986),1.5978094055890308
Bloodsport (1988),1.5978094055890308
"Equalizer, The (2014)",1.5959123862862479
"Nutty Professor, The (1996)",1.5952272956968876
King Arthur (2004),1.5948017857061898
Treasure Planet (2002),1.5948017857061898
Napoleon Dynamite (2004),1.5946677668271445
Talladega Nights: The Ballad of Ricky Bobby (2006),1.5942037936990991
Cloudy with a Chance of Meatballs (2009),1.5939155703437666
Saw (2004),1.5936682123303418
Dodgeball: A True Underdog Story (2004),1.5933388194715203
Batman Forever (1995),1.5926850183216137
Ghostbusters II (1989),1.5923867252508046
"Waterboy, The (1998)",1.591269762028666
Uncle Buck (1989),1.5911384100425712
Witness (1985),1.5909423763123263
21 Grams (2003),1.5898230249628562
"Little Rascals, The (1994)",1.5897845785415556
"Nutty Professor, The (1963)",1.5892649961287666
"Full Monty, The (1997)",1.5888936608951358
Lifeforce (1985),1.5888444820184384
Dead Man (1995),1.5884012326121393
Beyond the Mat (1999),1.5878029122693413
